method,family,reuse,alloc,T,comp,comm,commF,commB,D_init,E_laser,E_tune,E_dyn,E_leak,E_net,E_comp,E_total,flops,slotsF,slotsB,maxroute,maxfan,wire_bytes,sram_peak,Z,Rrun,Hmax,cores_used,local_frac,relaxed_real,net,mu,lam,bwd,sweeps,evals,u
CSE,FM,-1,"[308, 100, 223, 100, 223, 100, 308, 10]",0.0024821349587941677,0.0024712186077806312,8.35635101353625e-06,4.616276326110128e-06,3.7400746874261217e-06,2.56e-06,1.0119051309555605e-06,6.0631438984738225e-05,0.0007592292864,0.0011765319704684354,0.001997404600984129,0.017747824199999998,0.019745228800984126,1774782420.0,24.0,20.0,307.0,307.0,2176640.0,4387592.0,3028,16,0.0024795749587941678,308,0.004027081243731193,,NN6,8,64,T,,,
BESTFIXE,FM,-1,"[167, 167, 167, 167, 167, 167, 167, 10]",0.002295721450952444,0.002284751758945276,8.40969200716772e-06,4.675684483649959e-06,3.7340075235177608e-06,2.56e-06,1.003949461963484e-06,7.633477504335488e-05,0.0009650141696000001,0.0010881719677514584,0.002130524861856777,0.017747824199999998,0.019878349061856773,1774782420.0,21.0,19.0,166.0,166.0,2176640.0,3951176.0,648,16,0.002293161450952444,167,0.0059882121807465615,,NN6,8,64,T,,,167
MAX,FM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010158088537788428,0.0010030918083333332,1.0157045445509705e-05,5.5830969535597865e-06,4.573948491949919e-06,2.56e-06,1.3618038665788463e-06,0.000624459664924566,0.005700735692800001,0.00048149339669117144,0.0068080505582823175,0.017747824199999998,0.024555874758282317,1774782420.0,112.0,97.0,500.0,999.0,2176640.0,1764136.0,3980,16,0.001013248853778843,1000,0.001,,NN6,8,64,T,,,
F200,FM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.0021115956912479946,0.0020995780168558227,9.457674392172138e-06,5.257577392800659e-06,4.200096999371479e-06,2.56e-06,1.0142384987168455e-06,9.227741472349387e-05,0.0011526298623999998,0.0010008963576515495,0.0022468178732737596,0.017747824199999998,0.01999464207327376,1774782420.0,28.0,25.0,199.0,199.0,2176640.0,3500904.0,780,16,0.0021090356912479946,200,0.005,,NN6,8,64,T,,,
BESTFIX,FM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010158088537788428,0.0010030918083333332,1.0157045445509705e-05,5.5830969535597865e-06,4.573948491949919e-06,2.56e-06,1.3618038665788463e-06,0.000624459664924566,0.005700735692800001,0.00048149339669117144,0.0068080505582823175,0.017747824199999998,0.024555874758282317,1774782420.0,112.0,97.0,500.0,999.0,2176640.0,1764136.0,3980,16,0.001013248853778843,1000,0.001,,NN6,8,64,T,,,1000
MAX,RRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010158088537788428,0.0010030918083333332,1.0157045445509705e-05,5.5830969535597865e-06,4.573948491949919e-06,2.56e-06,1.3618038665788463e-06,0.000624459664924566,0.005700735692800001,0.00048149339669117144,0.0068080505582823175,0.017747824199999998,0.024555874758282317,1774782420.0,112.0,97.0,500.0,999.0,2176640.0,1764136.0,3980,16,0.001013248853778843,1000,0.001,,NN6,8,64,T,,,
F200,RRM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.002111655232158794,0.0020995780168558227,9.517215302971168e-06,5.2822904894857005e-06,4.2349248134854685e-06,2.56e-06,1.0212882820079248e-06,9.345783689815e-05,0.0011583528448000002,0.0010009245800432682,0.002253756550023426,0.017747824199999998,0.020001580750023423,1774782420.0,28.0,25.0,399.0,200.0,2176640.0,1383536.0,5620,2,0.0005926526216660974,1000,0.0,,NN6,8,64,T,,,
BESTFIX,RRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010158088537788428,0.0010030918083333332,1.0157045445509705e-05,5.5830969535597865e-06,4.573948491949919e-06,2.56e-06,1.3618038665788463e-06,0.000624459664924566,0.005700735692800001,0.00048149339669117144,0.0068080505582823175,0.017747824199999998,0.024555874758282317,1774782420.0,112.0,97.0,500.0,999.0,2176640.0,1764136.0,3980,16,0.001013248853778843,1000,0.001,,NN6,8,64,T,,,1000
MAX,ORRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010158087655177833,0.0010030918083333332,1.0156957184450115e-05,5.583008692500197e-06,4.573948491949919e-06,2.56e-06,1.3617962761277216e-06,0.0006244596246464551,0.005700735692800001,0.00048149335485542927,0.006808050468578013,0.017747824199999998,0.02455587466857801,1774782420.0,112.0,97.0,500.0,999.0,2176640.0,1764136.0,3980,16,0.0010132487655177833,1000,0.001,,NN6,8,64,T,,,
F200,ORRM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.0021116298129736323,0.0020995780168558227,9.491796117809413e-06,5.269457331421398e-06,4.222338786388016e-06,2.56e-06,1.0185617160594246e-06,9.304336558959309e-05,0.0011566365184,0.0010009125313495016,0.002251610977055154,0.017747824199999998,0.01999943517705515,1774782420.0,28.0,25.0,340.0,200.0,2176640.0,1383536.0,4164,4,0.0005948594152025646,1000,0.0015213815789473684,,NN6,8,64,T,,,
BESTFIX,ORRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0010158087655177833,0.0010030918083333332,1.0156957184450115e-05,5.583008692500197e-06,4.573948491949919e-06,2.56e-06,1.3617962761277216e-06,0.0006244596246464551,0.005700735692800001,0.00048149335485542927,0.006808050468578013,0.017747824199999998,0.02455587466857801,1774782420.0,112.0,97.0,500.0,999.0,2176640.0,1764136.0,3980,16,0.0010132487655177833,1000,0.001,,NN6,8,64,T,,,1000
RI,FM,-1,"[1000, 63, 135, 63, 135, 63, 135, 8]",0.009921624761531045,0.0059656018872913715,0.003950902874239674,6.442326070268567e-05,0.0038864796135369877,5.12e-06,6.711673423253833e-05,0.009950065004079366,0.00187307401216,0.004702850136965715,0.01659310588743762,0.0264659882,0.04305909408743762,2646598820.0,200.0,76.0,500.0,999.0,154205184.0,5511696.0,4848,16,0.009916504761531044,1000,0.00609555741827326,"[6350.882528349024, 62.82772692908747, 134.8482431215651, 62.82772692908747, 134.8482431215651, 62.82772692908747, 134.8482431215651, 8.156295268091542]",NN6,16,8,R,,,
CS,FM,-1,"[1000, 72, 144, 72, 144, 72, 144, 5]",0.009767461394763758,0.005425277098534304,0.004337064296229454,6.403393509390457e-05,0.004273030361135549,5.12e-06,7.393433910732896e-05,0.011513116621808522,0.0020654860287999998,0.004629776701118021,0.01828231369083387,0.0264856682,0.04476798189083387,2648566820.0,206.0,82.0,500.0,999.0,169925120.0,5270064.0,4854,16,0.009762341394763757,1000,0.005668693009118541,,NN6,16,8,R,2,14005,
CS,RRM,-1,"[1000, 72, 144, 72, 144, 72, 144, 5]",0.009791016256226625,0.005425277098534304,0.004360619157692321,6.407194030616379e-05,0.004296547217386157,5.12e-06,7.433480808690716e-05,0.011559643425026002,0.00207672254464,0.0046409417054514195,0.01835164248320433,0.0264856682,0.04483731068320433,2648566820.0,206.0,82.0,500.0,999.0,170843136.0,2088192.0,6314,2,0.002180667070588505,1000,0.0002188449848024316,,NN6,16,8,R,2,14005,
CS,ORRM,-1,"[1000, 72, 144, 72, 144, 72, 144, 5]",0.009777447455612261,0.005425277098534304,0.004347050357077958,6.405109304388876e-05,0.00428299926403407,5.12e-06,7.410593241274677e-05,0.011525798095410303,0.00207029429248,0.004634510093960212,0.018304708414263262,0.0264856682,0.04479037661426326,2648566820.0,206.0,82.0,500.0,999.0,170317952.0,2444000.0,5718,4,0.003193496052143333,1000,0.0033366261398176294,,NN6,16,8,R,,,
CS_Er,ORRM,-1,"[1000, 72, 144, 72, 144, 72, 144, 5]",0.009777447455612261,0.005425277098534304,0.004347050357077958,6.405109304388876e-05,0.00428299926403407,5.12e-06,7.410593241274677e-05,0.011525798095410303,0.00207029429248,0.004634510093960212,0.018304708414263262,0.0264856682,0.04479037661426326,2648566820.0,206.0,82.0,500.0,999.0,170317952.0,2444000.0,5718,4,0.003193496052143333,1000,0.0033366261398176294,,NN6,16,8,R,,,
CSE,FM,-1,"[63, 40, 47, 40, 47, 40, 63, 5]",0.012946810687428464,0.01074584851781817,0.002195842169610292,6.292380714352492e-05,0.002132918362466767,5.12e-06,3.692775394304055e-05,0.0009299116510068641,0.00102483770368,0.006136788265841092,0.008128465374470997,0.026380228199999998,0.03450869357447099,2638022820.0,43.0,36.0,62.0,62.0,84904832.0,8157584.0,390,16,0.012941690687428467,63,0.019301369863013697,,NN6,16,8,R,,,
BESTFIXE,FM,-1,"[48, 48, 48, 48, 48, 48, 48, 10]",0.013059359769039578,0.010508302190572262,0.0025459375784673164,6.192913345179067e-05,0.002484008445015526,5.12e-06,4.248250202687099e-05,0.0010361986516140803,0.0011812605952,0.00619013653052476,0.008450078279365711,0.026396708199999997,0.034846786479365705,2639670820.0,42.0,38.0,47.0,47.0,97684480.0,7913736.0,172,16,0.013054239769039579,48,0.020842105263157894,,NN6,16,8,R,,,48
MAX,FM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.05053096777724234,0.0017525030444789666,0.048773344732763374,7.432964633447295e-05,0.048699015086428904,5.12e-06,0.0008375671420045557,0.4272277443747498,0.0235552755712,0.023951678726412868,0.47557226581436723,0.028681508199999997,0.5042537740143672,2868150820.0,875.0,752.0,500.0,999.0,1925626880.0,3366696.0,3980,16,0.050525847777242346,1000,0.001,,NN6,16,8,R,,,
F200,FM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.013448605603748734,0.0035147450984906767,0.009928740505258058,6.354872750530713e-05,0.00986519177775275,5.12e-06,0.00016944532659085497,0.01726935684676691,0.004754384895999999,0.0063746390561769,0.028567826125534664,0.0267615082,0.05532933432553466,2676150820.0,175.0,152.0,199.0,199.0,389606400.0,4276104.0,780,16,0.013443485603748735,200,0.005,,NN6,16,8,R,,,
BESTFIX,FM,-1,"[80, 80, 80, 80, 80, 80, 80, 10]",0.011186990535644679,0.007080636320548785,0.004101234215095893,6.224894026418142e-05,0.004038985274831711,5.12e-06,6.922224853346599e-05,0.0028176384052874697,0.0019338188799999996,0.005302633513895577,0.010123313047716513,0.0264735082,0.036596821247716516,2647350820.0,70.0,62.0,79.0,79.0,159168000.0,6029448.0,300,16,0.011181870535644678,80,0.0125,,NN6,16,8,R,,,80
MAX,RRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.05053096777724234,0.0017525030444789666,0.048773344732763374,7.432964633447295e-05,0.048699015086428904,5.12e-06,0.0008375671420045557,0.4272277443747498,0.0235552755712,0.023951678726412868,0.47557226581436723,0.028681508199999997,0.5042537740143672,2868150820.0,875.0,752.0,500.0,999.0,1925626880.0,3366696.0,3980,16,0.050525847777242346,1000,0.001,,NN6,16,8,R,,,
F200,RRM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.013498570114578817,0.0035147450984906767,0.009978705016088139,6.37496096769327e-05,0.009914955406411206,5.12e-06,0.00017029803648065169,0.017443150570730634,0.00477819904,0.006398322234310359,0.028789969881521646,0.0267615082,0.055551478081521645,2676150820.0,175.0,152.0,399.0,200.0,391552000.0,1642992.0,5620,2,0.004188884777524901,1000,0.0,,NN6,16,8,R,,,
BESTFIX,RRM,-1,"[80, 80, 80, 80, 80, 80, 80, 10]",0.011238172825103546,0.007080636320548785,0.004152416504554761,6.228157920401759e-05,0.0040901349253507436,5.12e-06,7.008588774508966e-05,0.0028885503024214674,0.00195810304,0.005326893919099081,0.010243633149265638,0.0264735082,0.03671714134926564,2647350820.0,70.0,62.0,159.0,80.0,161152000.0,1859536.0,2260,2,0.0020837890564887754,570,0.0,,NN6,16,8,R,,,80
MAX,ORRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.05053096777724234,0.0017525030444789666,0.048773344732763374,7.432964633447295e-05,0.048699015086428904,5.12e-06,0.0008375671420045557,0.4272277443747498,0.0235552755712,0.023951678726412868,0.47557226581436723,0.028681508199999997,0.5042537740143672,2868150820.0,875.0,752.0,500.0,999.0,1925626880.0,3366696.0,3980,16,0.050525847777242346,1000,0.001,,NN6,16,8,R,,,
F200,ORRM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.01348378799769518,0.0035147450984906767,0.009963922899204503,6.366930976491821e-05,0.009900253589439585,5.12e-06,0.00017005046285587967,0.01739148435039158,0.00477095296,0.006391315510907515,0.028723803284154973,0.0267615082,0.055485311484154975,2676150820.0,175.0,152.0,340.0,200.0,390960000.0,1676624.0,4164,4,0.00418844498392016,1000,0.0015213815789473684,,NN6,16,8,R,,,
BESTFIX,ORRM,-1,"[80, 80, 80, 80, 80, 80, 80, 10]",0.011238172825103546,0.007080636320548785,0.004152416504554761,6.228157920401759e-05,0.0040901349253507436,5.12e-06,7.008588774508966e-05,0.0028885503024214674,0.00195810304,0.005326893919099081,0.010243633149265638,0.0264735082,0.03671714134926564,2647350820.0,70.0,62.0,159.0,80.0,161152000.0,1859536.0,2260,2,0.0020837890564887754,570,0.0,,NN6,16,8,R,,,80
RI,FM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,"[7028.2671228404515, 4546.989846774086, 4936.163962700861, 4546.989846774086, 4936.163962700861, 4546.989846774086, 4436.546285869975, 753.5250493512799]",NN6,16,8,T,,,
CS,FM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,,NN6,16,8,T,1,7003,
CS,RRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,,NN6,16,8,T,1,7003,
CS,ORRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,,NN6,16,8,T,,,
CS_Er,ORRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,,NN6,16,8,T,,,
CSE,FM,-1,"[286, 100, 211, 100, 211, 100, 286, 10]",0.004689769484366729,0.004568738251135763,0.00011591123323096526,6.465296094431082e-05,5.1258272286654435e-05,5.12e-06,1.9537949258527847e-06,0.00011398565094461948,0.0014832871423999998,0.0022229507355898295,0.003822177323860302,0.0344517482,0.0382739255238603,3445174820.0,165.0,131.0,285.0,285.0,4353280.0,5667512.0,2756,16,0.004684649484366728,286,0.0042813141683778234,,NN6,16,8,T,,,
BESTFIXE,FM,-1,"[143, 143, 143, 143, 143, 143, 143, 10]",0.004884807584953765,0.004766032081060319,0.00011365550389344587,6.34136724492641e-05,5.024183144418177e-05,5.12e-06,1.940813968463862e-06,0.0001263606924589811,0.0016571286528,0.0023153987952680842,0.004100828954495529,0.0344517482,0.03855257715449553,3445174820.0,126.0,110.0,142.0,142.0,4353280.0,5626152.0,552,16,0.0048796875849537675,143,0.006993135011441647,,NN6,16,8,T,,,143
MAX,FM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,,NN6,16,8,T,,,
F200,FM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.003909472329716086,0.0037904071185756744,0.00011394521114041148,6.354872750530713e-05,5.039648363510434e-05,5.12e-06,1.9593654143843704e-06,0.00017799876206102955,0.0023052597247999996,0.0018530898842854247,0.004338307736560838,0.0344517482,0.03879005593656084,3445174820.0,175.0,152.0,199.0,199.0,4353280.0,4725704.0,780,16,0.003904352329716086,200,0.005,,NN6,16,8,T,,,
BESTFIX,FM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,,NN6,16,8,T,,,1000
MAX,RRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,,NN6,16,8,T,,,
F200,RRM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.003909872134663814,0.0037904071185756744,0.00011434501608813971,6.37496096769327e-05,5.059540641120701e-05,5.12e-06,1.966240010063492e-06,0.00017958958171887326,0.0023167056896000004,0.0018532793918306478,0.004351540903159585,0.0344517482,0.03880328910315958,3445174820.0,175.0,152.0,399.0,200.0,4353280.0,1962992.0,5620,2,0.001102423083277667,1000,0.0,,NN6,16,8,T,,,
BESTFIX,RRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,,NN6,16,8,T,,,1000
MAX,ORRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,,NN6,16,8,T,,,
F200,ORRM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.003909713547191944,0.0037904071185756744,0.00011418642861626938,6.366930976491821e-05,5.0517118851351176e-05,5.12e-06,1.963513444114991e-06,0.00017904669750922733,0.0023132730368,0.0018532042213689813,0.004347487469122323,0.0344517482,0.03879923566912232,3445174820.0,175.0,152.0,340.0,200.0,4353280.0,1962992.0,4164,4,0.001127838431377499,1000,0.0015213815789473684,,NN6,16,8,T,,,
BESTFIX,ORRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.002028101874919934,0.0018887900833331334,0.0001341917915868002,7.432964633447295e-05,5.986214525232726e-05,5.12e-06,2.3075714163212904e-06,0.0010511169629844397,0.011401471385600001,0.0009613202887120486,0.01341621620871281,0.0344517482,0.04786796440871281,3445174820.0,875.0,752.0,500.0,999.0,4353280.0,3047016.0,3980,16,0.0020229818749199335,1000,0.001,,NN6,16,8,T,,,1000
RI,FM,-1,"[1000, 178, 381, 178, 381, 178, 381, 10]",0.004398272596582506,0.002886329978222606,0.0015068226183599005,8.435629783549241e-06,0.0014983869885763512,5.12e-06,0.00018549558858235542,0.04188304241906195,0.00520319064064,0.0020847812107801077,0.04935650985906442,0.026806148199999998,0.07616265805906441,2680614820.0,43.0,28.0,500.0,999.0,426273536.0,4019592.0,6416,16,0.004393152596582507,1000,0.0023314251280506177,"[17963.008409259044, 177.70364703237766, 381.40842856940355, 177.70364703237766, 381.40842856940355, 177.70364703237766, 381.40842856940355, 23.069486773709116]",NN6,16,64,R,,,
CS,FM,-1,"[1000, 256, 445, 167, 445, 167, 445, 10]",0.0043627788779858085,0.00266940118781658,0.0016882576901692278,8.527086562444868e-06,0.001679730603606783,5.12e-06,0.00020867399765945517,0.05398044964387035,0.005855914393599999,0.0020679571881652733,0.062112995223295074,0.026872708199999998,0.08898570342329506,2687270820.0,47.0,32.0,500.0,999.0,479600640.0,3906504.0,6960,16,0.004357658877985808,1000,0.0019062918340026773,,NN6,16,64,R,2,14005,
CS,RRM,-1,"[1000, 250, 445, 167, 445, 167, 445, 10]",0.0043654202987928525,0.00266934329719158,0.001690957001601272,8.554332751540124e-06,0.0016824026688497318,5.12e-06,0.00020765711670901914,0.053333053636775984,0.005827901440000002,0.002069209221627812,0.061437821415112816,0.0268688682,0.08830668961511282,2686886820.0,47.0,32.0,500.0,999.0,477312000.0,1775240.0,10696,2,0.0013977476833799652,1000,0.00026946914578280785,,NN6,16,64,R,2,14005,
CS,ORRM,-1,"[1000, 250, 445, 167, 445, 167, 445, 10]",0.004363845045220517,0.00266934329719158,0.0016893817480289374,8.537580802430052e-06,0.0016808441672265073,5.12e-06,0.00020748674928230327,0.053255533131359264,0.005823074375680001,0.0020684625514345253,0.06135455680775609,0.0268688682,0.0882234250077561,2686886820.0,47.0,32.0,500.0,999.0,476917632.0,2415784.0,9320,4,0.0022804466294006993,1000,0.0010997035839396389,,NN6,16,64,R,,,
CS_Er,ORRM,-1,"[1000, 250, 445, 167, 445, 167, 445, 10]",0.004363845045220517,0.00266934329719158,0.0016893817480289374,8.537580802430052e-06,0.0016808441672265073,5.12e-06,0.00020748674928230327,0.053255533131359264,0.005823074375680001,0.0020684625514345253,0.06135455680775609,0.0268688682,0.0882234250077561,2686886820.0,47.0,32.0,500.0,999.0,476917632.0,2415784.0,9320,4,0.0022804466294006993,1000,0.0010997035839396389,,NN6,16,64,R,,,
CSE,FM,-1,"[63, 42, 58, 42, 58, 42, 80, 5]",0.010453355858648157,0.009927226838367866,0.0005210090202802899,9.76921602249796e-06,0.000511239804257792,5.12e-06,4.0659867173226264e-05,0.0011412682338134603,0.00112504198144,0.004954890676999226,0.007261860759425912,0.026390308199999997,0.03365216895942591,2639030820.0,8.0,8.0,79.0,79.0,93091456.0,7640304.0,522,16,0.010448235858648158,80,0.016281944444444446,,NN6,16,64,R,,,
BESTFIXE,FM,-1,"[53, 53, 53, 53, 53, 53, 53, 10]",0.010141326766427502,0.009644132105728247,0.0004920746606992557,9.420859761392584e-06,0.00048265380093786317,5.12e-06,4.66814467442937e-05,0.001257522801047142,0.0012988899328000001,0.0048069888872866355,0.007410083067878072,0.0264087082,0.03381879126787807,2640870820.0,7.0,7.0,52.0,52.0,107294720.0,7459032.0,192,16,0.010136206766427501,53,0.018874251497005987,,NN6,16,64,R,,,53
MAX,FM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.008077574207571533,0.0017525030444789666,0.006319951163092567,9.517214600618607e-06,0.006310433948491949,5.12e-06,0.0008375676526901081,0.4272277472358893,0.0235552755712,0.0038287701743889065,0.45544936063416835,0.028681508199999997,0.48413086883416834,2868150820.0,112.0,97.0,500.0,999.0,1925626880.0,3366696.0,3980,16,0.008072454207571533,1000,0.001,,NN6,16,64,R,,,
F200,FM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.005178533361118143,0.0035147450984906767,0.001658668262627466,1.0175224451624187e-05,0.0016484930381758418,5.12e-06,0.00016944647791048155,0.01726946452131173,0.004754384895999999,0.0024546248131699995,0.024647920708392213,0.0267615082,0.051409428908392216,2676150820.0,28.0,25.0,199.0,199.0,389606400.0,4276104.0,780,16,0.005173413361118142,200,0.005,,NN6,16,64,R,,,
BESTFIX,FM,-1,"[250, 250, 250, 250, 250, 250, 250, 10]",0.004707268457710093,0.003043774013716598,0.0016583744439934943,8.216550428755772e-06,0.0016501578935647384,5.12e-06,0.0002112034317861359,0.026912784645813603,0.005929487564800001,0.0022312452489545837,0.03528472089135432,0.026881508199999998,0.062166229091354316,2688150820.0,28.0,25.0,249.0,249.0,485611520.0,4048752.0,980,16,0.004702148457710091,250,0.004,,NN6,16,64,R,,,250
MAX,RRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.008077574207571533,0.0017525030444789666,0.006319951163092567,9.517214600618607e-06,0.006310433948491949,5.12e-06,0.0008375676526901081,0.4272277472358893,0.0235552755712,0.0038287701743889065,0.45544936063416835,0.028681508199999997,0.48413086883416834,2868150820.0,112.0,97.0,500.0,999.0,1925626880.0,3366696.0,3980,16,0.008072454207571533,1000,0.001,,NN6,16,64,R,,,
F200,RRM,-1,"[200, 200, 200, 200, 200, 200, 200, 10]",0.0051868752549701184,0.0035147450984906767,0.0016670101564794414,1.019993754830923e-05,0.0016568102189311322,5.12e-06,0.00017029936298789024,0.017443276723168737,0.00477819904,0.002458578870855836,0.024850353997012464,0.0267615082,0.05161186219701246,2676150820.0,28.0,25.0,399.0,200.0,391552000.0,1642992.0,5620,2,0.0014565736113280588,1000,0.0,,NN6,16,64,R,,,
BESTFIX,RRM,-1,"[250, 250, 250, 250, 250, 250, 250, 10]",0.00471397373971224,0.003043774013716598,0.0016650797259956417,8.25582660027307e-06,0.0016568238993953687,5.12e-06,0.0002120577666571488,0.02712984279352419,0.00595323904,0.0022344235526236015,0.035529563152804935,0.026881508199999998,0.06241107135280494,2688150820.0,28.0,25.0,499.0,250.0,487552000.0,1921632.0,7020,2,0.0017641143208875004,1000,0.0,,NN6,16,64,R,,,250
MAX,ORRM,-1,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.008077574119310475,0.0017525030444789666,0.006319951074831508,9.517126339559017e-06,0.006310433948491949,5.12e-06,0.0008375676450996569,0.4272277471956112,0.0235552755712,0.003828770132553165,0.45544936054446405,0.028681508199999997,0.48413086874446404,2868150820.0,112.0,97.0,500.0,999.0,1925626880.0,3366696.0,3980,16,0.008072454119310473,1000,0.001,,NN6,16,64,R,,,
