net,mu,bwd,tree,B_e,alloc,T
NN5,32,R,1,3162277660168.3794,"[1000, 1000, 1000, 10]",0.0017545188361734404
NN5,32,R,1,4216965034285.8223,"[1000, 1000, 1000, 10]",0.0017443163826935013
NN5,32,R,1,5623413251903.491,"[1000, 1000, 1000, 10]",0.0017366656219079113
NN5,32,R,1,7498942093324.559,"[1000, 1000, 1000, 10]",0.0017309283606978096
NN5,32,R,1,10000000000000.0,"[1000, 1000, 1000, 10]",0.0017266260217389264
NN5,32,R,1,1e+18,"[1000, 1000, 1000, 10]",0.0017137264131363023
NN5,32,R,1,435200000000.0,"[1000, 1000, 1000, 10]",0.002010135695903632
NN5,32,R,0,1000000000.0,"[572, 143, 143, 10]",0.04006069722092494
NN5,32,R,0,1333521432.163324,"[572, 143, 143, 10]",0.030882799119818127
NN5,32,R,0,1778279410.0389228,"[572, 143, 143, 10]",0.024000346479954797
NN5,32,R,0,2371373705.6616554,"[572, 143, 143, 10]",0.018839235099316405
NN5,32,R,0,3162277660.1683793,"[572, 143, 143, 10]",0.014968947561255845
NN5,32,R,0,4216965034.2858224,"[572, 143, 143, 10]",0.012066641348012662
NN5,32,R,0,5623413251.903491,"[572, 143, 154, 10]",0.009876138420436636
NN5,32,R,0,7498942093.324558,"[586, 167, 167, 10]",0.008142478080172528
NN5,32,R,0,10000000000.0,"[586, 167, 211, 10]",0.006832894772330447
NN5,32,R,0,13335214321.63324,"[586, 168, 286, 10]",0.0058239896673867916
NN5,32,R,0,17782794100.38923,"[586, 170, 308, 10]",0.0050443062429801405
NN5,32,R,0,23713737056.61655,"[586, 170, 334, 10]",0.004448421735877363
NN5,32,R,0,31622776601.683792,"[584, 203, 364, 10]",0.003957972484908934
NN5,32,R,0,42169650342.85822,"[572, 201, 445, 10]",0.003573364691904084
NN5,32,R,0,56234132519.034904,"[575, 250, 572, 10]",0.003271254314019462
NN5,32,R,0,74989420933.24557,"[575, 250, 572, 10]",0.0030194731935189855
NN5,32,R,0,100000000000.0,"[586, 334, 572, 10]",0.00280093977452855
NN5,32,R,0,133352143216.3324,"[574, 501, 572, 10]",0.002624651934878952
NN5,32,R,0,177827941003.89227,"[574, 501, 572, 10]",0.00247029340252262
NN5,32,R,0,237137370566.16553,"[574, 501, 572, 10]",0.00235454083294755
NN5,32,R,0,316227766016.83795,"[574, 501, 572, 10]",0.0022677386513078527
NN5,32,R,0,421696503428.5823,"[574, 501, 667, 10]",0.002200131566550546
NN5,32,R,0,562341325190.3491,"[574, 501, 667, 10]",0.0021438047093202788
NN5,32,R,0,749894209332.4558,"[574, 501, 667, 10]",0.002101565525253405
NN5,32,R,0,1000000000000.0,"[574, 501, 1000, 10]",0.002059375440165587
NN5,32,R,0,1333521432163.324,"[1000, 1000, 1000, 10]",0.0018795785986691906
NN5,32,R,0,1778279410038.9229,"[1000, 1000, 1000, 10]",0.0018380979744095566
NN5,32,R,0,2371373705661.6553,"[1000, 1000, 1000, 10]",0.0018069918944777618
NN5,32,R,0,3162277660168.3794,"[1000, 1000, 1000, 10]",0.0017836656252618764
NN5,32,R,0,4216965034285.8223,"[1000, 1000, 1000, 10]",0.0017661733910515538
NN5,32,R,0,5623413251903.491,"[1000, 1000, 1000, 10]",0.0017530560659089459
NN5,32,R,0,7498942093324.559,"[1000, 1000, 1000, 10]",0.0017432194597425733
NN5,32,R,0,10000000000000.0,"[1000, 1000, 1000, 10]",0.0017358430457389265
NN5,32,R,0,1e+18,"[1000, 1000, 1000, 10]",0.0017137265053065423
NN5,32,R,0,435200000000.0,"[1000, 1000, 1000, 10]",0.0022219239311977498
NN5,32,T,1,1000000000.0,"[1000, 1000, 1000, 10]",0.030379949761274377
NN5,32,T,1,1333521432.163324,"[1000, 1000, 1000, 10]",0.0232109653978917
NN5,32,T,1,1778279410.0389228,"[1000, 1000, 1000, 10]",0.01783498553699611
NN5,32,T,1,2371373705.6616554,"[1000, 1000, 1000, 10]",0.013803569369822598
NN5,32,T,1,3162277660.1683793,"[1000, 1000, 1000, 10]",0.010780433730649944
NN5,32,T,1,4216965034.2858224,"[1000, 1000, 1000, 10]",0.008513401820807797
NN5,32,T,1,5623413251.903491,"[1000, 1000, 1000, 10]",0.006813367719245273
NN5,32,T,1,7498942093.324558,"[1000, 1000, 1000, 10]",0.0055385219908158315
NN5,32,T,1,10000000000.0,"[1000, 1000, 1000, 10]",0.004582522561274376
NN5,32,T,1,13335214321.63324,"[1000, 1000, 1000, 10]",0.003865624124936109
NN5,32,T,1,17782794100.38923,"[1000, 1000, 1000, 10]",0.0033280261388465493
NN5,32,T,1,23713737056.61655,"[1000, 1000, 1000, 10]",0.0029248845221291992
NN5,32,T,1,31622776601.683792,"[1000, 1000, 1000, 10]",0.0026225709582119337
NN5,32,T,1,42169650342.85822,"[1000, 1000, 1000, 10]",0.0023958677672277187
NN5,32,T,1,56234132519.034904,"[1000, 1000, 1000, 10]",0.0022258643570714663
NN5,32,T,1,74989420933.24557,"[1000, 1000, 1000, 10]",0.002098379784228522
NN5,32,T,1,100000000000.0,"[1000, 1000, 1000, 10]",0.0020027798412743767
NN5,32,T,1,133352143216.3324,"[1000, 1000, 1000, 10]",0.00193108999764055
NN5,32,T,1,177827941003.89227,"[1000, 1000, 1000, 10]",0.001877330199031594
NN5,32,T,1,237137370566.16553,"[1000, 1000, 1000, 10]",0.0018370160373598588
NN5,32,T,1,316227766016.83795,"[1000, 1000, 1000, 10]",0.0018067846809681324
NN5,32,T,1,421696503428.5823,"[1000, 1000, 1000, 10]",0.001784114361869711
NN5,32,T,1,562341325190.3491,"[1000, 1000, 1000, 10]",0.0017671140208540856
NN5,32,T,1,749894209332.4558,"[1000, 1000, 1000, 10]",0.0017543655635697912
NN5,32,T,1,1000000000000.0,"[1000, 1000, 1000, 10]",0.0017448055692743767
NN5,32,T,1,1333521432163.324,"[1000, 1000, 1000, 10]",0.001737636584910994
NN5,32,T,1,1778279410038.9229,"[1000, 1000, 1000, 10]",0.0017322606050500984
NN5,32,T,1,2371373705661.6553,"[1000, 1000, 1000, 10]",0.0017282291888829249
NN5,32,T,1,3162277660168.3794,"[1000, 1000, 1000, 10]",0.0017252060532437523
NN5,32,T,1,4216965034285.8223,"[1000, 1000, 1000, 10]",0.00172293902133391
NN5,32,T,1,5623413251903.491,"[1000, 1000, 1000, 10]",0.0017212389872323477
NN5,32,T,1,7498942093324.559,"[1000, 1000, 1000, 10]",0.0017199641415039182
NN5,32,T,1,10000000000000.0,"[1000, 1000, 1000, 10]",0.0017190081420743767
NN5,32,T,1,1e+18,"[1000, 1000, 1000, 10]",0.0017161417899381848
NN5,32,T,1,435200000000.0,"[1000, 1000, 1000, 10]",0.0017820052906861413
NN5,32,T,0,1000000000.0,"[59, 50, 50, 10]",0.03750171557009777
NN5,32,T,0,1333521432.163324,"[67, 59, 59, 10]",0.02948668632788127
NN5,32,T,0,1778279410.0389228,"[69, 67, 69, 10]",0.023375277527995224
NN5,32,T,0,2371373705.6616554,"[154, 143, 143, 10]",0.016236137859587472
NN5,32,T,0,3162277660.1683793,"[167, 143, 154, 10]",0.01316688244036053
NN5,32,T,0,4216965034.2858224,"[174, 143, 174, 10]",0.010833735893898903
NN5,32,T,0,5623413251.903491,"[251, 174, 224, 10]",0.008985121962241029
NN5,32,T,0,7498942093.324558,"[251, 174, 251, 10]",0.007529703156233653
NN5,32,T,0,10000000000.0,"[348, 174, 251, 10]",0.0064108435404465515
NN5,32,T,0,13335214321.63324,"[401, 174, 372, 10]",0.005517476761056796
NN5,32,T,0,17782794100.38923,"[447, 174, 401, 10]",0.004821627646496088
NN5,32,T,0,23713737056.61655,"[500, 200, 400, 10]",0.0042568599181536364
NN5,32,T,0,31622776601.683792,"[575, 200, 500, 10]",0.0037997140425314055
NN5,32,T,0,42169650342.85822,"[575, 200, 575, 10]",0.0034507459874592306
NN5,32,T,0,56234132519.034904,"[575, 250, 575, 10]",0.003179056421841644
NN5,32,T,0,74989420933.24557,"[575, 250, 575, 10]",0.002958417753080953
NN5,32,T,0,100000000000.0,"[586, 334, 586, 10]",0.002762420472242471
NN5,32,T,0,133352143216.3324,"[572, 502, 572, 10]",0.0025927421512601245
NN5,32,T,0,177827941003.89227,"[572, 502, 572, 10]",0.0024512812076269387
NN5,32,T,0,237137370566.16553,"[572, 502, 572, 10]",0.0023452004651497074
NN5,32,T,0,316227766016.83795,"[572, 502, 572, 10]",0.0022656511306443443
NN5,32,T,0,421696503428.5823,"[572, 502, 572, 10]",0.002205997545342522
NN5,32,T,0,562341325190.3491,"[572, 502, 572, 10]",0.002161263667158766
NN5,32,T,0,749894209332.4558,"[667, 666, 667, 10]",0.002117983932181723
NN5,32,T,0,1000000000000.0,"[1000, 1000, 1000, 10]",0.0019311715212743767
NN5,32,T,0,1333521432163.324,"[1000, 1000, 1000, 10]",0.0018773913331325243
NN5,32,T,0,1778279410038.9229,"[1000, 1000, 1000, 10]",0.0018370618814681394
NN5,32,T,0,2371373705661.6553,"[1000, 1000, 1000, 10]",0.0018068190591994638
NN5,32,T,0,3162277660168.3794,"[1000, 1000, 1000, 10]",0.0017841401419063136
NN5,32,T,0,4216965034285.8223,"[1000, 1000, 1000, 10]",0.0017671333531542504
NN5,32,T,0,5623413251903.491,"[1000, 1000, 1000, 10]",0.0017543800607497378
NN5,32,T,0,7498942093324.559,"[1000, 1000, 1000, 10]",0.0017448164406256702
NN5,32,T,0,10000000000000.0,"[1000, 1000, 1000, 10]",0.0017376447372743767
NN5,32,T,0,1e+18,"[1000, 1000, 1000, 10]",0.0017161419763041367
NN5,32,T,0,435200000000.0,"[1000, 1000, 1000, 10]",0.0022102358789214353
NN6,1,R,1,1000000000.0,"[667, 100, 149, 143, 149, 143, 149, 10]",0.003123861741859684
NN6,1,R,1,1333521432.163324,"[667, 100, 167, 167, 236, 167, 211, 10]",0.0024593601623020696
NN6,1,R,1,1778279410.0389228,"[586, 167, 236, 167, 236, 167, 236, 10]",0.0019038593674873265
NN6,1,R,1,2371373705.6616554,"[586, 167, 236, 167, 236, 167, 236, 10]",0.0015439193393808942
NN6,1,R,1,3162277660.1683793,"[586, 168, 287, 167, 287, 167, 286, 10]",0.0012706976190327828
NN6,1,R,1,4216965034.2858224,"[586, 169, 364, 169, 364, 169, 364, 10]",0.0010615841824149932
NN6,1,R,1,5623413251.903491,"[586, 169, 364, 169, 364, 169, 364, 10]",0.00089993571532495
NN6,1,R,1,7498942093.324558,"[586, 169, 364, 169, 364, 170, 445, 10]",0.0007781469027114893
NN6,1,R,1,10000000000.0,"[575, 250, 500, 250, 500, 250, 500, 10]",0.0006717642155829333
NN6,1,R,1,13335214321.63324,"[575, 250, 575, 250, 575, 250, 572, 10]",0.0005886366027540591
NN6,1,R,1,17782794100.38923,"[575, 250, 575, 250, 575, 250, 572, 10]",0.0005256800509436952
NN6,1,R,1,23713737056.61655,"[575, 250, 575, 250, 575, 250, 572, 10]",0.0004784692973015646
NN6,1,R,1,31622776601.683792,"[586, 334, 586, 334, 586, 334, 667, 10]",0.00043851824603640093
NN6,1,R,1,42169650342.85822,"[586, 334, 586, 334, 586, 334, 667, 10]",0.00040699611722467687
NN6,1,R,1,56234132519.034904,"[574, 501, 574, 501, 574, 501, 667, 10]",0.00037839966502845534
NN6,1,R,1,74989420933.24557,"[575, 500, 575, 500, 574, 501, 667, 10]",0.0003571661130623438
NN6,1,R,1,100000000000.0,"[575, 500, 667, 666, 667, 666, 667, 10]",0.00033954025496589366
NN6,1,R,1,133352143216.3324,"[667, 666, 667, 665, 667, 665, 667, 10]",0.0003236232288046167
NN6,1,R,1,177827941003.89227,"[667, 500, 667, 500, 667, 500, 667, 10]",0.0003114833464433428
NN6,1,R,1,237137370566.16553,"[667, 500, 667, 500, 667, 500, 667, 10]",0.00030221113966594784
NN6,1,R,1,316227766016.83795,"[667, 500, 667, 500, 667, 666, 1000, 10]",0.000294458444507754
NN6,1,R,1,421696503428.5823,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002790912522239029
NN6,1,R,1,562341325190.3491,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002725253852175712
NN6,1,R,1,749894209332.4558,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.000267601679570276
NN6,1,R,1,1000000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002639094212169118
NN6,1,R,1,1333521432163.324,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002611406180583646
NN6,1,R,1,1778279410038.9229,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002590643086029887
NN6,1,R,1,2371373705661.6553,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00025750729616562
NN6,1,R,1,3162277660168.3794,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002563397015549787
NN6,1,R,1,4216965034285.8223,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002554641291176109
NN6,1,R,1,5623413251903.491,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002548075424169777
NN6,1,R,1,7498942093324.559,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002543151718522482
NN6,1,R,1,10000000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00025394594601691183
NN6,1,R,1,1e+18,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002528389042874398
NN6,1,R,1,435200000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002782766873345589
NN6,1,R,0,1000000000.0,"[1000, 50, 50, 50, 50, 50, 50, 10]",0.003776059114500161
NN6,1,R,0,1333521432.163324,"[667, 100, 100, 100, 100, 100, 100, 10]",0.0026518846805438957
NN6,1,R,0,1778279410.0389228,"[667, 100, 149, 143, 149, 143, 149, 10]",0.0020686902379149375
NN6,1,R,0,2371373705.6616554,"[667, 100, 167, 167, 214, 167, 211, 10]",0.0016745737960182038
NN6,1,R,0,3162277660.1683793,"[667, 100, 167, 167, 236, 167, 236, 10]",0.0013941433439945956
NN6,1,R,0,4216965034.2858224,"[586, 167, 236, 167, 236, 167, 236, 10]",0.0011035206609359396
NN6,1,R,0,5623413251.903491,"[586, 168, 287, 167, 287, 167, 286, 10]",0.0009428062611849136
NN6,1,R,0,7498942093.324558,"[586, 168, 287, 167, 287, 167, 286, 10]",0.0008172575597067899
NN6,1,R,0,10000000000.0,"[586, 169, 364, 169, 364, 169, 364, 10]",0.0007176778927082551
NN6,1,R,0,13335214321.63324,"[586, 169, 364, 169, 364, 169, 364, 10]",0.0006420423801208572
NN6,1,R,0,17782794100.38923,"[575, 250, 500, 250, 500, 250, 500, 10]",0.0005759550761461958
NN6,1,R,0,23713737056.61655,"[575, 250, 575, 250, 575, 250, 572, 10]",0.0005176162271078467
NN6,1,R,0,31622776601.683792,"[575, 250, 575, 250, 575, 250, 572, 10]",0.0004724222825019848
NN6,1,R,0,42169650342.85822,"[575, 250, 575, 250, 575, 250, 572, 10]",0.0004385316051451571
NN6,1,R,0,56234132519.034904,"[586, 334, 586, 334, 586, 334, 572, 10]",0.0004108006336522367
NN6,1,R,0,74989420933.24557,"[586, 334, 586, 334, 586, 334, 667, 10]",0.0003863951004451404
NN6,1,R,0,100000000000.0,"[574, 501, 574, 501, 574, 501, 667, 10]",0.00036466659541590834
NN6,1,R,0,133352143216.3324,"[574, 501, 574, 501, 574, 501, 667, 10]",0.00034693390437700927
NN6,1,R,0,177827941003.89227,"[575, 500, 575, 500, 574, 501, 667, 10]",0.00033357933031250486
NN6,1,R,0,237137370566.16553,"[667, 666, 667, 666, 667, 666, 667, 10]",0.0003193441586683306
NN6,1,R,0,316227766016.83795,"[667, 500, 667, 500, 667, 500, 667, 10]",0.00030842477893682125
NN6,1,R,0,421696503428.5823,"[667, 500, 667, 500, 667, 500, 667, 10]",0.0002999175376039549
NN6,1,R,0,562341325190.3491,"[667, 500, 667, 500, 667, 666, 1000, 10]",0.0002929902688559723
NN6,1,R,0,749894209332.4558,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.000279124584924742
NN6,1,R,0,1000000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002725503812169118
NN6,1,R,0,1333521432163.324,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.000267620423925438
NN6,1,R,0,1778279410038.9229,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00026392347750030546
NN6,1,R,0,2371373705661.6553,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00026115115878388626
NN6,1,R,0,3162277660168.3794,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002590722130320195
NN6,1,R,0,4216965034285.8223,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002575132236511783
NN6,1,R,0,5623413251903.491,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00025634414654207474
NN6,1,R,0,7498942093324.559,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002554674623876948
NN6,1,R,0,10000000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002548100420169118
NN6,1,R,0,1e+18,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002528389129283998
NN6,1,R,0,435200000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002981318343933824
NN6,1,T,1,1000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0024494606735294116
NN6,1,T,1,1333521432.163324,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.001905614635531301
NN6,1,T,1,1778279410.0389228,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.001497787640868119
NN6,1,T,1,2371373705.6616554,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0011919605391607403
NN6,1,T,1,3162277660.1683793,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0009626225665334492
NN6,1,T,1,4216965034.2858224,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0007906433488801983
NN6,1,T,1,5623413251.903491,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0006616771294364993
NN6,1,T,1,7498942093.324558,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0005649661082761708
NN6,1,T,1,10000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0004924430735294117
NN6,1,T,1,13335214321.63324,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00043805846972960066
NN6,1,T,1,17782794100.38923,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003972757702632824
NN6,1,T,1,23713737056.61655,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003666930600925446
NN6,1,T,1,31622776601.683792,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003437592628298155
NN6,1,T,1,42169650342.85822,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003265613410644904
NN6,1,T,1,56234132519.034904,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003136647191201205
NN6,1,T,1,74989420933.24557,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00030399361700408765
NN6,1,T,1,100000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00029674131352941174
NN6,1,T,1,133352143216.3324,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002913028531494306
NN6,1,T,1,177827941003.89227,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002872245832027988
NN6,1,T,1,237137370566.16553,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.000284166312185725
NN6,1,T,1,316227766016.83795,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002818729324594521
NN6,1,T,1,421696503428.5823,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002801531402829196
NN6,1,T,1,562341325190.3491,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002788634780884826
NN6,1,T,1,749894209332.4558,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002778963678768793
NN6,1,T,1,1000000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00027717113752941173
NN6,1,T,1,1333521432163.324,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00027662729149141363
NN6,1,T,1,1778279410038.9229,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00027621946449675044
NN6,1,T,1,2371373705661.6553,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002759136373950431
NN6,1,T,1,3162277660168.3794,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00027568429942241573
NN6,1,T,1,4216965034285.8223,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002755123202047625
NN6,1,T,1,5623413251903.491,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002753833539853188
NN6,1,T,1,7498942093324.559,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002752866429641585
NN6,1,T,1,10000000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002752141199294117
NN6,1,T,1,1e+18,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002749966757038757
NN6,1,T,1,435200000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.000279993144117647
NN6,1,T,0,1000000000.0,"[154, 91, 91, 77, 77, 77, 77, 10]",0.003437577977641612
NN6,1,T,0,1333521432.163324,"[214, 167, 167, 167, 167, 167, 183, 10]",0.002380722052803352
NN6,1,T,0,1778279410.0389228,"[287, 167, 214, 167, 214, 167, 183, 10]",0.0019454083854114075
NN6,1,T,0,2371373705.6616554,"[287, 167, 236, 167, 236, 167, 236, 10]",0.0016028363089915906
NN6,1,T,0,3162277660.1683793,"[337, 167, 236, 167, 236, 167, 236, 10]",0.0013424931150736227
NN6,1,T,0,4216965034.2858224,"[364, 167, 287, 167, 287, 167, 236, 10]",0.00114540778622335
NN6,1,T,0,5623413251.903491,"[445, 168, 287, 167, 287, 167, 287, 10]",0.0009901466350621321
NN6,1,T,0,7498942093.324558,"[512, 170, 364, 169, 364, 169, 364, 10]",0.0008660001953920797
NN6,1,T,0,10000000000.0,"[586, 170, 364, 169, 364, 169, 364, 10]",0.0007703454136416016
NN6,1,T,0,13335214321.63324,"[575, 250, 500, 250, 500, 250, 500, 10]",0.0006869780859352667
NN6,1,T,0,17782794100.38923,"[575, 250, 575, 250, 575, 250, 500, 10]",0.0006131436137514118
NN6,1,T,0,23713737056.61655,"[575, 250, 575, 250, 575, 250, 575, 10]",0.000555957388335295
NN6,1,T,0,31622776601.683792,"[575, 250, 575, 250, 575, 250, 575, 10]",0.0005130712684539818
NN6,1,T,0,42169650342.85822,"[586, 334, 586, 334, 586, 334, 586, 10]",0.0004791832535980262
NN6,1,T,0,56234132519.034904,"[667, 334, 586, 334, 586, 334, 586, 10]",0.00044893195749400966
NN6,1,T,0,74989420933.24557,"[667, 334, 572, 502, 572, 502, 572, 10]",0.00042223039524662883
NN6,1,T,0,100000000000.0,"[667, 503, 572, 502, 572, 502, 572, 10]",0.000399244349968996
NN6,1,T,0,133352143216.3324,"[667, 503, 572, 502, 572, 502, 572, 10]",0.00038133436473754707
NN6,1,T,0,177827941003.89227,"[667, 666, 667, 666, 667, 503, 572, 10]",0.0003619085336996524
NN6,1,T,0,237137370566.16553,"[667, 666, 667, 666, 667, 666, 667, 10]",0.00034689929645085986
NN6,1,T,0,316227766016.83795,"[667, 666, 667, 666, 667, 666, 667, 10]",0.0003362284441244829
NN6,1,T,0,421696503428.5823,"[1000, 666, 667, 666, 667, 666, 667, 10]",0.00032721232706370875
NN6,1,T,0,562341325190.3491,"[1000, 666, 667, 666, 667, 666, 667, 10]",0.0003200308338722259
NN6,1,T,0,749894209332.4558,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003010265851583815
NN6,1,T,0,1000000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00029451635352941173
NN6,1,T,0,1333521432163.324,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002896343685294343
NN6,1,T,0,1778279410038.9229,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00028597339624790327
NN6,1,T,0,2371373705661.6553,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002832280543334565
NN6,1,T,0,3162277660168.3794,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002811693383291753
NN6,1,T,0,4216965034285.8223,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002796255191189047
NN6,1,T,0,5623413251903.491,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00027846781803286656
NN6,1,T,0,7498942093324.559,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002775996646923087
NN6,1,T,0,10000000000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.00027694864152941174
NN6,1,T,0,1e+18,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0002749966930490917
NN6,1,T,0,435200000000.0,"[1000, 1000, 1000, 1000, 1000, 1000, 1000, 10]",0.0003198488794117647
NN6,8,R,1,1000000000.0,"[1000, 50, 50, 50, 50, 50, 50, 10]",0.024033865203703843
NN6,8,R,1,1333521432.163324,"[1000, 50, 50, 50, 50, 50, 55, 10]",0.01924501712705175
NN6,8,R,1,1778279410.0389228,"[1000, 50, 68, 68, 68, 68, 68, 10]",0.014979872117375283
NN6,8,R,1,2371373705.6616554,"[667, 100, 138, 138, 138, 125, 143, 10]",0.010675485931233734
NN6,8,R,1,3162277660.1683793,"[667, 100, 143, 143, 167, 167, 167, 10]",0.008460771777530981
NN6,8,R,1,4216965034.2858224,"[667, 100, 167, 167, 236, 167, 236, 10]",0.006794710916294979
NN6,8,R,1,5623413251.903491,"[512, 167, 236, 167, 236, 167, 236, 10]",0.0053905983132512296
NN6,8,R,1,7498942093.324558,"[586, 168, 312, 168, 312, 168, 308, 10]",0.004466238882670687
NN6,8,R,1,10000000000.0,"[586, 168, 312, 168, 312, 168, 308, 10]",0.003757420564563848
NN6,8,R,1,13335214321.63324,"[586, 169, 364, 169, 364, 169, 364, 10]",0.00322237089028152
NN6,8,R,1,17782794100.38923,"[575, 250, 500, 250, 500, 250, 500, 10]",0.002764135087342155
NN6,8,R,1,23713737056.61655,"[575, 250, 500, 250, 500, 250, 500, 10]",0.002396588087147987
NN6,8,R,1,31622776601.683792,"[575, 250, 500, 250, 500, 250, 500, 10]",0.0021209667200448655
NN6,8,R,1,42169650342.85822,"[575, 250, 500, 250, 500, 250, 500, 10]",0.0019142798528859397
NN6,8,R,1,56234132519.034904,"[586, 334, 512, 334, 512, 334, 500, 10]",0.001745174758721171
NN6,8,R,1,74989420933.24557,"[586, 334, 586, 334, 586, 334, 667, 10]",0.0016108994417167793
NN6,8,R,1,100000000000.0,"[586, 334, 586, 334, 586, 334, 667, 10]",0.0015045572697125443
NN6,8,R,1,133352143216.3324,"[574, 501, 574, 501, 574, 501, 667, 10]",0.0014063580624906612
NN6,8,R,1,177827941003.89227,"[574, 501, 574, 501, 574, 501, 667, 10]",0.001334948275928213
NN6,8,R,1,237137370566.16553,"[667, 666, 667, 666, 667, 666, 667, 10]",0.0012747607566609377
